gene	start	end	length	strand	gc_content	genetic_code	rbs_motif	marker	evalue	bitscore	uscg	plasmid_hallmark	virus_hallmark	taxid	taxname	annotation_conjscan	annotation_amr	annotation_accessions	annotation_description
lane122s000605_bin.3.p_NODE_506_length_3529_cov_1.731750_1	1	60	60	-1	0.583	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.3.p_NODE_506_length_3529_cov_1.731750_2	111	347	237	-1	0.599	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.3.p_NODE_506_length_3529_cov_1.731750_3	415	762	348	-1	0.670	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.3.p_NODE_506_length_3529_cov_1.731750_4	835	1695	861	-1	0.661	11	GGAG/GAGG	GENOMAD.136369.VP	3.104e-43	162	0	0	0	2561	Caudoviricetes	NA	NA	PF19474;PF17302	NA
lane122s000605_bin.3.p_NODE_506_length_3529_cov_1.731750_5	1915	2118	204	-1	0.672	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.3.p_NODE_506_length_3529_cov_1.731750_6	2124	2432	309	-1	0.702	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.3.p_NODE_506_length_3529_cov_1.731750_7	2504	2722	219	-1	0.607	11	GGAG/GAGG	GENOMAD.215322.VP	1.561e-11	60	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
lane122s000605_bin.3.p_NODE_506_length_3529_cov_1.731750_8	2791	3528	738	-1	0.633	11	None	GENOMAD.133370.VV	3.555e-63	218	0	0	0	2561	Caudoviricetes	NA	NA	PF17338;PF01710	Gene product 88; Transposase
lane122s000605_bin.3.p_NODE_633_length_3107_cov_2.029703_1	2	88	87	-1	0.621	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.3.p_NODE_633_length_3107_cov_2.029703_2	261	428	168	-1	0.589	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.3.p_NODE_633_length_3107_cov_2.029703_3	617	1000	384	1	0.641	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.3.p_NODE_633_length_3107_cov_2.029703_4	1186	1689	504	1	0.544	11	GGA/GAG/AGG	GENOMAD.110079.VV	0.0005386	42	0	0	0	1	NA	NA	NA	PF05551	Zinc-binding loop region of homing endonuclease
lane122s000605_bin.3.p_NODE_633_length_3107_cov_2.029703_5	1932	2198	267	1	0.607	11	GGA/GAG/AGG	GENOMAD.085895.VV	6.146e-05	42	0	0	0	2561	Caudoviricetes	NA	NA	PF18932	NA
lane122s000605_bin.3.p_NODE_633_length_3107_cov_2.029703_6	2152	2847	696	1	0.622	11	GGAGG	GENOMAD.118434.VV	3.615e-36	139	0	0	1	2561	Caudoviricetes	NA	NA	PF04466	Phage terminase large subunit
lane122s000605_bin.3.p_NODE_633_length_3107_cov_2.029703_7	2793	3107	315	1	0.603	11	GGA/GAG/AGG	GENOMAD.154686.VV	2.686e-27	107	0	0	1	2561	Caudoviricetes	NA	NA	PF17288	Terminase RNAseH like domain
lane122s000605_bin.3.p_NODE_674_length_2978_cov_1.489142_1	1	864	864	1	0.694	11	None	GENOMAD.140454.VP	2.839e-14	76	0	0	0	2561	Caudoviricetes	NA	NA	PF17948;PF09681	DnaT DNA-binding domain; N-terminal phage replisome organiser (Phage_rep_org_N)
lane122s000605_bin.3.p_NODE_674_length_2978_cov_1.489142_2	861	1493	633	1	0.675	11	GGGGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.3.p_NODE_674_length_2978_cov_1.489142_3	1493	2635	1143	1	0.711	11	GGG	GENOMAD.192855.VC	2.187e-05	49	0	0	0	1	NA	NA	NA	PF02702	DNA replication protein DnaC
lane122s000605_bin.3.p_NODE_674_length_2978_cov_1.489142_4	2635	2976	342	1	0.673	11	GGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.3.p_NODE_725_length_2819_cov_2.443107_1	3	1106	1104	-1	0.625	11	None	GENOMAD.005731.VV	2.138e-16	84	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
lane122s000605_bin.3.p_NODE_725_length_2819_cov_2.443107_2	1199	1717	519	-1	0.538	11	GGA/GAG/AGG	GENOMAD.054894.VV	3.117e-82	269	0	0	0	2561	Caudoviricetes	NA	NA	PF09390	Predicted acetyltransferase, GNAT superfamily
lane122s000605_bin.3.p_NODE_725_length_2819_cov_2.443107_3	1721	2023	303	-1	0.587	11	GGA/GAG/AGG	GENOMAD.044375.VV	1.563e-15	73	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
lane122s000605_bin.3.p_NODE_725_length_2819_cov_2.443107_4	2054	2818	765	-1	0.648	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.3.p_NODE_768_length_2716_cov_1.537325_1	2	259	258	1	0.597	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.3.p_NODE_768_length_2716_cov_1.537325_2	256	663	408	1	0.603	11	GGA/GAG/AGG	GENOMAD.211192.VV	8.595e-11	61	0	0	0	2561	Caudoviricetes	NA	NA	PF05551	Zinc-binding loop region of homing endonuclease
lane122s000605_bin.3.p_NODE_768_length_2716_cov_1.537325_3	660	857	198	1	0.626	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.3.p_NODE_768_length_2716_cov_1.537325_4	857	955	99	1	0.636	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.3.p_NODE_768_length_2716_cov_1.537325_5	960	2363	1404	1	0.640	11	None	GENOMAD.190694.VP	1.273e-08	60	0	0	1	2561	Caudoviricetes	NA	NA	PF04466;PF17288	phage terminase, large subunit, PBSX family
lane122s000605_bin.3.p_NODE_768_length_2716_cov_1.537325_6	2548	2715	168	1	0.565	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.3.p_NODE_1104_length_2149_cov_1.093147_1	2	472	471	1	0.569	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.3.p_NODE_1104_length_2149_cov_1.093147_2	486	1076	591	1	0.587	11	GGAGG	GENOMAD.023316.VV	1.943e-14	74	0	0	1	2561	Caudoviricetes	NA	NA	PF03167;PF18906	uracil-DNA glycosylase, family 4
lane122s000605_bin.3.p_NODE_1104_length_2149_cov_1.093147_3	1261	1773	513	1	0.606	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.3.p_NODE_1104_length_2149_cov_1.093147_4	1991	2149	159	1	0.686	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.3.p_NODE_1154_length_2083_cov_1.782154_1	2	427	426	-1	0.655	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.3.p_NODE_1154_length_2083_cov_1.782154_2	543	2081	1539	-1	0.622	11	None	GENOMAD.153941.VV	1.725e-17	89	0	0	1	2561	Caudoviricetes	NA	NA	PF13479	phage nucleotide-binding protein
lane122s000605_bin.3.p_NODE_1196_length_2027_cov_2.634872_1	3	1241	1239	-1	0.676	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.3.p_NODE_1196_length_2027_cov_2.634872_2	1247	1993	747	-1	0.628	11	GGAG/GAGG	GENOMAD.006105.VV	1.262e-22	100	0	0	1	2561	Caudoviricetes	NA	NA	PF11650;PF11134	P22 tail accessory factor; Phage stabilisation protein
lane122s000605_bin.3.p_NODE_1224_length_2001_cov_1.178274_1	1	195	195	1	0.626	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.3.p_NODE_1224_length_2001_cov_1.178274_2	212	646	435	1	0.639	11	AGGAG	GENOMAD.008420.VV	3.011e-07	51	0	0	1	2561	Caudoviricetes	NA	NA	PF06199	Phage tail tube protein
lane122s000605_bin.3.p_NODE_1224_length_2001_cov_1.178274_3	647	1027	381	1	0.604	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.3.p_NODE_1224_length_2001_cov_1.178274_4	1044	1388	345	1	0.600	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.3.p_NODE_1224_length_2001_cov_1.178274_5	1503	2000	498	1	0.627	11	GGAG/GAGG	GENOMAD.058749.VV	6.407e-37	138	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
lane122s000605_bin.3.p_NODE_1279_length_1952_cov_1.183467_1	3	248	246	1	0.528	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.3.p_NODE_1279_length_1952_cov_1.183467_2	252	620	369	1	0.564	11	GGAG/GAGG	GENOMAD.044673.VV	1.671e-06	48	0	0	1	2561	Caudoviricetes	NA	NA	PF04965	Phage baseplate assembly protein W
lane122s000605_bin.3.p_NODE_1279_length_1952_cov_1.183467_3	639	1952	1314	1	0.583	11	GGAGG	GENOMAD.121605.VC	1.532e-20	98	0	0	1	2561	Caudoviricetes	NA	NA	TIGR02243	putative baseplate assembly protein
lane122s000605_bin.3.p_NODE_1749_length_1408_cov_8.119459_1	3	656	654	-1	0.619	11	GGAG/GAGG	GENOMAD.011509.VV	1.426e-31	125	0	0	1	2561	Caudoviricetes	NA	NA	PF11134;PF11650	Phage stabilisation protein; P22 tail accessory factor
lane122s000605_bin.3.p_NODE_1749_length_1408_cov_8.119459_2	660	1406	747	-1	0.598	11	None	GENOMAD.006105.VV	2.46e-25	108	0	0	1	2561	Caudoviricetes	NA	NA	PF11650;PF11134	P22 tail accessory factor; Phage stabilisation protein
lane122s000605_bin.3.p_NODE_1758_length_1391_cov_4.462709_1	3	470	468	1	0.620	11	None	GENOMAD.019407.VV	3.272e-22	95	0	0	1	2561	Caudoviricetes	NA	NA	PF11134	Phage stabilisation protein
lane122s000605_bin.3.p_NODE_1758_length_1391_cov_4.462709_2	609	968	360	1	0.633	11	None	GENOMAD.006105.VV	9.107e-13	66	0	0	1	2561	Caudoviricetes	NA	NA	PF11650;PF11134	P22 tail accessory factor; Phage stabilisation protein
lane122s000605_bin.3.p_NODE_1758_length_1391_cov_4.462709_3	1094	1390	297	1	0.684	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.3.p_NODE_1995_length_882_cov_15.294410_1	1	177	177	-1	0.678	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.3.p_NODE_1995_length_882_cov_15.294410_2	188	880	693	-1	0.641	11	None	GENOMAD.011509.VV	6.668e-38	144	0	0	1	2561	Caudoviricetes	NA	NA	PF11134;PF11650	Phage stabilisation protein; P22 tail accessory factor
lane122s000605_bin.3.p_NODE_2048_length_756_cov_2.325479_1	2	430	429	-1	0.611	11	GGAG/GAGG	GENOMAD.154686.VV	5.158e-29	114	0	0	1	2561	Caudoviricetes	NA	NA	PF17288	Terminase RNAseH like domain
lane122s000605_bin.3.p_NODE_2048_length_756_cov_2.325479_2	498	755	258	-1	0.640	11	None	GENOMAD.141382.VV	1.959e-07	49	0	0	1	1	NA	NA	NA	PF04466	Large terminase phage packaging protein
lane122s000605_bin.3.p_NODE_2131_length_628_cov_4.074410_1	2	628	627	1	0.565	11	None	GENOMAD.154686.VV	1.975e-33	130	0	0	1	2561	Caudoviricetes	NA	NA	PF17288	Terminase RNAseH like domain
lane122s000605_bin.3.p_NODE_2158_length_599_cov_2.750958_1	3	83	81	-1	0.654	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.3.p_NODE_2158_length_599_cov_2.750958_2	93	599	507	-1	0.643	11	None	GENOMAD.006105.VV	3.441e-17	81	0	0	1	2561	Caudoviricetes	NA	NA	PF11650;PF11134	P22 tail accessory factor; Phage stabilisation protein
lane122s000605_bin.3.p_NODE_2201_length_562_cov_2.080412_1	3	488	486	-1	0.597	11	GGAG/GAGG	GENOMAD.007241.VV	6.899e-15	74	0	0	1	2561	Caudoviricetes	NA	NA	PF11650;PF11134	P22 tail accessory factor; Phage stabilisation protein
lane122s000606_bin.1.o_k141_294354-flag_1-multi_2.0000-len_1560_1	103	504	402	1	0.607	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000606_bin.1.o_k141_294354-flag_1-multi_2.0000-len_1560_2	527	919	393	1	0.557	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000606_bin.1.o_k141_294354-flag_1-multi_2.0000-len_1560_3	945	1139	195	1	0.503	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000606_bin.1.o_k141_294354-flag_1-multi_2.0000-len_1560_4	1120	1500	381	1	0.520	11	GGAG/GAGG	GENOMAD.206895.VV	2.619e-12	65	0	0	1	2561	Caudoviricetes	NA	NA	PF16677	DNA-packaging protein gp3
lane122s000606_bin.1.o_k141_563376-flag_1-multi_3.0000-len_2225_1	3	83	81	-1	0.568	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000606_bin.1.o_k141_563376-flag_1-multi_3.0000-len_2225_2	85	1647	1563	-1	0.598	11	GGAG/GAGG	GENOMAD.158172.VP	2.905e-57	212	0	0	1	2561	Caudoviricetes	NA	NA	PF04466	phage terminase, large subunit, PBSX family
lane122s000606_bin.1.o_k141_563376-flag_1-multi_3.0000-len_2225_3	1635	1946	312	-1	0.554	11	None	GENOMAD.140191.VV	1.613e-08	53	0	0	0	1	NA	NA	NA	NA	NA
lane122s000606_bin.1.o_k141_563590-flag_1-multi_3.0000-len_2994_1	2	601	600	1	0.555	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000606_bin.1.o_k141_563590-flag_1-multi_3.0000-len_2994_2	635	1123	489	1	0.683	11	AGGAG	GENOMAD.072570.VV	4.922e-05	45	0	0	0	2561	Caudoviricetes	NA	NA	PF13395	TIGR02646 family protein
lane122s000606_bin.1.o_k141_563590-flag_1-multi_3.0000-len_2994_3	1218	1445	228	1	0.500	11	GGAG/GAGG	GENOMAD.078103.VV	6.372e-14	67	0	0	0	1	NA	NA	NA	PF06289	Flagellar and Swarming motility proteins
lane122s000606_bin.1.o_k141_563590-flag_1-multi_3.0000-len_2994_4	1442	1651	210	1	0.481	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000606_bin.1.o_k141_563590-flag_1-multi_3.0000-len_2994_5	1638	2105	468	1	0.513	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000606_bin.1.o_k141_563590-flag_1-multi_3.0000-len_2994_6	2136	2603	468	1	0.560	11	None	GENOMAD.223433.VP	5.616e-25	103	0	0	0	1	NA	NA	NA	NA	NA
lane122s000606_bin.1.o_k141_563590-flag_1-multi_3.0000-len_2994_7	2605	2781	177	1	0.576	11	GGAG/GAGG	GENOMAD.082651.VV	2.621e-29	110	0	0	0	1	NA	NA	NA	NA	NA
lane122s000606_bin.1.o_k141_692514-flag_1-multi_3.0000-len_2556_1	2	625	624	-1	0.583	11	AGGAG	GENOMAD.062611.VV	1.214e-07	54	0	0	0	2561	Caudoviricetes	NA	NA	PF10926	NA
lane122s000606_bin.1.o_k141_692514-flag_1-multi_3.0000-len_2556_2	609	833	225	-1	0.493	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000606_bin.1.o_k141_692514-flag_1-multi_3.0000-len_2556_3	845	997	153	-1	0.549	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000606_bin.1.o_k141_692514-flag_1-multi_3.0000-len_2556_4	994	1887	894	-1	0.570	11	None	GENOMAD.160900.VP	1.804e-45	169	0	0	0	2561	Caudoviricetes	NA	NA	PF03837	phage recombination protein Bet
lane122s000606_bin.1.o_k141_692514-flag_1-multi_3.0000-len_2556_5	2191	2556	366	-1	0.587	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000606_bin.1.o_k141_375538-flag_1-multi_3.0000-len_1928_1	3	95	93	-1	0.473	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000606_bin.1.o_k141_375538-flag_1-multi_3.0000-len_1928_2	167	961	795	-1	0.608	11	GGAG/GAGG	GENOMAD.016167.VV	0.0001921	45	0	0	1	2561	Caudoviricetes	NA	NA	PF04466	phage terminase, large subunit, PBSX family
lane122s000606_bin.1.o_k141_375538-flag_1-multi_3.0000-len_1928_3	1284	1655	372	-1	0.648	11	GGAG/GAGG	GENOMAD.171398.VP	1.35e-18	83	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
lane122s000606_bin.1.o_k141_375538-flag_1-multi_3.0000-len_1928_4	1812	1928	117	-1	0.538	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000606_bin.1.o_k141_299254-flag_1-multi_3.0000-len_1631_1	1	678	678	-1	0.600	11	GGA/GAG/AGG	GENOMAD.035539.VV	6.301e-05	46	0	0	1	2561	Caudoviricetes	NA	NA	PF07880	Bacteriophage T4 gp9/10-like protein
lane122s000606_bin.1.o_k141_299254-flag_1-multi_3.0000-len_1631_2	890	1282	393	-1	0.560	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000606_bin.1.o_k141_299254-flag_1-multi_3.0000-len_1631_3	1332	1631	300	-1	0.617	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000606_bin.1.o_k141_440822-flag_1-multi_2.0000-len_1610_1	568	1608	1041	-1	0.573	11	None	GENOMAD.023991.VV	3.502e-16	83	0	0	1	2561	Caudoviricetes	NA	NA	COG5410	Mu-like prophage FluMu protein gp28
lane122s000606_bin.1.o_k141_658450-flag_1-multi_3.8365-len_5169_1	236	1909	1674	1	0.612	11	AGGA	GENOMAD.060017.VV	1.282e-70	253	0	0	1	2561	Caudoviricetes	NA	NA	PF12236	Bacteriophage head to tail connecting protein
lane122s000606_bin.1.o_k141_658450-flag_1-multi_3.8365-len_5169_2	1906	2073	168	1	0.512	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000606_bin.1.o_k141_658450-flag_1-multi_3.8365-len_5169_3	2070	2348	279	1	0.552	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000606_bin.1.o_k141_658450-flag_1-multi_3.8365-len_5169_4	2335	3183	849	1	0.630	11	AGGAG	GENOMAD.079229.VV	1.233e-14	77	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
lane122s000606_bin.1.o_k141_658450-flag_1-multi_3.8365-len_5169_5	3320	4210	891	1	0.622	11	GGAGG	GENOMAD.021307.VV	1.051e-09	62	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
lane122s000606_bin.1.o_k141_658450-flag_1-multi_3.8365-len_5169_6	4220	4681	462	1	0.671	11	AGGAG	GENOMAD.040515.VV	1.429e-11	64	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
lane122s000606_bin.1.o_k141_658450-flag_1-multi_3.8365-len_5169_7	4692	5063	372	1	0.613	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000606_bin.1.o_k141_672770-flag_1-multi_4.0000-len_2799_1	2	358	357	1	0.583	11	None	GENOMAD.153533.VP	3.007e-07	50	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
lane122s000606_bin.1.o_k141_672770-flag_1-multi_4.0000-len_2799_2	373	675	303	1	0.591	11	GGAG/GAGG	GENOMAD.025716.VV	3.203e-08	52	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
lane122s000606_bin.1.o_k141_672770-flag_1-multi_4.0000-len_2799_3	672	818	147	1	0.537	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000606_bin.1.o_k141_672770-flag_1-multi_4.0000-len_2799_4	825	1289	465	1	0.544	11	AGGA/GGAG/GAGG	GENOMAD.076904.VV	5.092e-16	77	0	0	0	1	NA	NA	NA	NA	NA
lane122s000606_bin.1.o_k141_672770-flag_1-multi_4.0000-len_2799_5	1319	2797	1479	1	0.544	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000606_bin.1.o_k141_379337-flag_1-multi_3.0000-len_3150_1	3	146	144	-1	0.569	11	GGA/GAG/AGG	GENOMAD.171658.VP	4.93e-05	40	0	0	0	1	NA	NA	NA	NA	NA
lane122s000606_bin.1.o_k141_379337-flag_1-multi_3.0000-len_3150_2	404	1222	819	-1	0.625	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000606_bin.1.o_k141_379337-flag_1-multi_3.0000-len_3150_3	1273	1443	171	-1	0.591	11	AGGAG	GENOMAD.081696.VV	1.821e-10	56	0	0	0	1	NA	NA	NA	NA	NA
lane122s000606_bin.1.o_k141_379337-flag_1-multi_3.0000-len_3150_4	1456	1656	201	-1	0.552	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000606_bin.1.o_k141_379337-flag_1-multi_3.0000-len_3150_5	1893	2402	510	-1	0.604	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000606_bin.1.o_k141_379337-flag_1-multi_3.0000-len_3150_6	2415	2723	309	-1	0.540	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000606_bin.1.o_k141_379337-flag_1-multi_3.0000-len_3150_7	2946	3149	204	1	0.593	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000606_bin.1.o_k141_483366-flag_0-multi_2.8834-len_3280_1	2	589	588	1	0.605	11	None	GENOMAD.038862.VV	1.834e-47	170	0	0	0	1	NA	NA	NA	NA	NA
lane122s000606_bin.1.o_k141_483366-flag_0-multi_2.8834-len_3280_2	593	1648	1056	1	0.573	11	None	GENOMAD.006054.VV	7.506e-86	289	0	0	0	2561	Caudoviricetes	NA	NA	PF17236	NA
lane122s000606_bin.1.o_k141_483366-flag_0-multi_2.8834-len_3280_3	1727	2275	549	1	0.545	11	AGGAGG	GENOMAD.133508.VP	2.166e-19	88	0	0	0	2561	Caudoviricetes	NA	NA	PF13392	HNH endonuclease
lane122s000606_bin.1.o_k141_483366-flag_0-multi_2.8834-len_3280_4	2339	3151	813	1	0.630	11	GGAGG	GENOMAD.012083.VV	3.694e-55	196	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
lane122s000606_bin.1.o_k141_483366-flag_0-multi_2.8834-len_3280_5	3148	3279	132	1	0.561	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000606_bin.1.o_k141_497358-flag_1-multi_2.0000-len_3094_1	3	146	144	-1	0.562	11	3Base/5BMM	GENOMAD.071342.VV	4.307e-06	43	0	0	1	2561	Caudoviricetes	NA	NA	PF05894	Podovirus DNA encapsidation protein (Gp16)
lane122s000606_bin.1.o_k141_497358-flag_1-multi_2.0000-len_3094_2	211	555	345	-1	0.571	11	None	GENOMAD.171398.VP	9.336e-19	83	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
lane122s000606_bin.1.o_k141_497358-flag_1-multi_2.0000-len_3094_3	604	801	198	-1	0.495	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000606_bin.1.o_k141_497358-flag_1-multi_2.0000-len_3094_4	1081	1302	222	-1	0.527	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000606_bin.1.o_k141_497358-flag_1-multi_2.0000-len_3094_5	1316	1924	609	-1	0.594	11	GGAG/GAGG	GENOMAD.218672.VC	9.706e-17	81	0	0	0	1	NA	NA	NA	PF02357	transcription elongation factor/antiterminator RfaH
lane122s000606_bin.1.o_k141_497358-flag_1-multi_2.0000-len_3094_6	1942	2418	477	-1	0.493	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000606_bin.1.o_k141_497358-flag_1-multi_2.0000-len_3094_7	2412	2909	498	-1	0.504	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000606_bin.1.o_k141_497358-flag_1-multi_2.0000-len_3094_8	2906	3094	189	-1	0.524	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000606_bin.2.s_NODE_1_length_37544_cov_13.428110_1	2	1276	1275	1	0.634	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000606_bin.2.s_NODE_1_length_37544_cov_13.428110_2	1612	2358	747	-1	0.633	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000606_bin.2.s_NODE_1_length_37544_cov_13.428110_3	2358	2675	318	-1	0.619	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000606_bin.2.s_NODE_1_length_37544_cov_13.428110_4	2691	2927	237	-1	0.629	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000606_bin.2.s_NODE_1_length_37544_cov_13.428110_5	2927	3109	183	-1	0.546	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000606_bin.2.s_NODE_1_length_37544_cov_13.428110_6	3326	3469	144	1	0.701	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000606_bin.2.s_NODE_1_length_37544_cov_13.428110_7	3466	3726	261	1	0.594	11	AGxAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000606_bin.2.s_NODE_1_length_37544_cov_13.428110_8	3835	4107	273	1	0.634	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000606_bin.2.s_NODE_1_length_37544_cov_13.428110_9	4083	4523	441	1	0.574	11	None	GENOMAD.172137.VP	5.566e-11	62	0	0	1	2561	Caudoviricetes	NA	NA	PF07141	Putative bacteriophage terminase small subunit
lane122s000606_bin.2.s_NODE_1_length_37544_cov_13.428110_10	4492	5985	1494	1	0.653	11	None	GENOMAD.057409.VV	7.564e-58	213	0	0	1	2561	Caudoviricetes	NA	NA	PF12236;PF04466	Bacteriophage head to tail connecting protein; Phage terminase large subunit
lane122s000606_bin.2.s_NODE_1_length_37544_cov_13.428110_11	6005	6193	189	1	0.529	11	None	GENOMAD.160300.VC	5.41e-17	75	0	0	0	1	NA	NA	NA	NA	NA
lane122s000606_bin.2.s_NODE_1_length_37544_cov_13.428110_12	6214	6384	171	1	0.567	11	GGAG/GAGG	GENOMAD.062452.VV	1.039e-08	51	0	0	0	1	NA	NA	NA	NA	NA
lane122s000606_bin.2.s_NODE_1_length_37544_cov_13.428110_13	6377	6661	285	1	0.596	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
